Comments,Target
['And hes our president '],0
['Biden is terrible but he could be a multidimensional squirrel with autism and be a better leader than that arsewipe'],1
['He is such a pedophile Epstein sex ring member 1'],1
['God save the US'],0
['128 UGH ABSOLUTELY DISGUSTING'],1
['Wtf'],1
['Out of all the things he had in common with her daughter he haddd to chooseee sex like wtf'],1
['If this was recent Id say he is sick Hes been doing this for a while'],1
['Sweet home Alabama playing in the background'],0
['CNN is a load of crap let me tell you that'],1
['You know being a supportive father and complimenting your daughter is fantastic I love it when my dad says I look nice BUT implying that you would marry her if she wasnt biologically related too you is absolutely fucked i dont care if shes your niece or your great grandmas third great grandchild thats FUCKED'],1
['Omg 014'],0
[' I cant'],0
[' fucking sick bastard I can almost bet he has touched her inappropriately or tried to do a act  of that nature to her'],1
['Thats disgusting'],1
['Suddenly I love my parents I cant imagine having him as my dadthen he makes a mockery out of himself and his family name His 10 year old getting bullied '],1
['im not even mad about how he is maybe incest the fact that made me mad is the way he talks about women and about his daughter We are not an object and nobody should treat us like that Call me a feminist but yall men wouldnt even be here on earth if it wasnt for women who gave birth to you'],1
['He raped minors I wouldnt be surprised'],1
['Omg  He would say he has sex in common with but he is her f father  No no no dont tell me there is nothing wrong with his saying omg'],1
['Disgusting'],1
['Eh i think its fine'],0
['Oh wtf'],1
['what most of you guys those who are defending Trump and his very apparent sexual comments about his own bloodrelated daughter do not understand is that he has made the same comments on MULTIPLE different occasions i fucking love my dad but he was to ever make such comments about me id 100 consider moving to mars the fact that he makes such comments means he sure as hell has envisoned what it would be like to bang his own daughter'],1
['Trump supports Jeffery einpstan or however you spell his name who was involved in child trafficking'],1
['134 was she sitting on his male genitalia'],1
['MAINSTREAM MEDIA BULLSHIT'],1
['This is yall president'],1
['It also creeps me out how he touches her Well to me it creepy cause my dad says some of the same things and does some of the same things and he is a sociopath'],1
['019 EW WTF IS HE OK 126 EW THATS YOUR PRESIDENT IM SO SORRY FOR YALL'],1
['I feel bad for her She got the worst father'],1
['Incestuous family'],1
['wtf'],1
['Donald J Trump wants to fuck his blood child'],1
['No just no wtf this weirdo has taken it too far'],1
['If my dad said that to me I would have yelled at him right on the spot thats just so embarrassing'],1
['Fuck CNN it is Fake news'],1
['Well i heard people say this man is 10 times better than Joe Biden '],0
['this is nasty'],1
['If I were his daughter I would love to be disowned nasty shit bruh '],1
['He is creepy But the most troubling part was the fact that he WON in the election'],1
['This is your president  ayieee '],1
['Imagine your dad saying that he would date you and youre hot and a piece of ass disgusting'],1
['I thank god im european'],0
['How does someone so beautiful come out of a piece of trash'],1
['httpswwwyoutubecomwatchv6h8XzB6m1s'],0
['My my here we have yet another video by the mainstream media potentially miscontruing conversations to make one political candidate look bad Give me what each candidate wants for the country Not personal conversations'],1
['Shes not attractive but hey whatever floats his boat'],1
['Dun dun teerutee dun dun teerutee dun dun taaa'],1
['No decent father talks like that about his daughter He is a Disgrace to the human race Individual1 the criminal'],1
['Sad so sad love'],1
['Money changes peoplethats all i gotta sayno offense to all yall qmq im just sharing this'],1
['Donald Trump is a zionist not a Christian  His past links with Jeffery Epstein  is suspect and videos shows him groping women'],1
['At 014 he clearly tried to grab her ass'],1
['If I were her I would be so uncomfortable if he said things to me or about me like that'],1
['Leading to Incest One hell of fucking incest'],1
['Id be so uncomfortable if my dad said this about me Disgusting'],1
['My jaw dropped WTF is wrong with this man'],1
['ew just ew'],1
['People speak like this on xvideos'],1
['Overly disgusted  uncomfortable like how can this man be our president when he continuously does comments  remarks like this'],1
['Oh my thats not my president Whyyyy would he say those things about his daughter  poor girl'],1
['She needs to open her eyes'],0
['Glad hes not my president'],1
['Good luck America Enjoy your corrupt nectarine'],1
['Approved by Donald Trump'],0
['i am about to vomit'],1
['how about you make a video showing biden kissing kids on the mouth and sniffing them'],1
['So thats how he gets the votes from the South '],0
['Whats anonymous I havent been able to educate myself on it yet'],0
['Alabama 100'],0
['Those comments are gross'],1
['Discusting'],1
['Yellow'],0
['Christian Bunker boy'],1
['dont try to justify  THIS sick fck by saying atleast  we dont have Hillary  neither  of them are good period'],1
['Yeah he definitely banged her'],1
['Quest ce quil a fait aprs que les anonymous on dcouvert '],1
['Donald Trump once asked Is it wrong to be more sexually attracted to your own daughter than your wife '],1
['httpswwwcosmopolitancompoliticsa8353161donaldtrumpsexualattractionivankatrump'],1
['He just so proud that he has such a beautiful daughter'],0
['134 its sad knowing that he was probably enjoying his daughter on his lap '],1
['Inbred sycophants'],1
['He touch that girl before and she is covering for him'],1
['Howard Stern even saying that someones daughter is a piece of ass to the FATHER is gross and rude Most dads would punch him right in the face for saying that If your own dad Trump says that about you Get someone elses dad to punch him for you'],1
['Wtffffffffffffff  Now u really expect him to respect women when he talks about his daughter as a sex object  Wtfffff  How on earth  Wtf '],1
['Oh God I cant un hear it '],0
['Happy birthday trump I hope its your last one'],0
['Voluptuous'],1
['This was weird'],1
['im not from US but yall president is just wow'],0
['Way better president than really anyone else wouldve been tho thats for sure'],0
['I am a father of 20year old girl'],0
['I would never say that in public no matter how hot my girl is'],0
['In the video she looks around awkwardly when he says it Shes lying when she defends his words'],1
